unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
"060555_fy11 060555 network warfare center, wiesbaden",General buildings,Command facility/ops centre,"MilCon Status Report - August, 2014 .xlsx",2012-06-18,2014-06-01,2014-11-07,713 days,872 days,2011.0,27781544.0,26458613.33333333,31398939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1867189940919052,1.2230014025245441,1.0
060859_construct water treatment plants with evaporation ponds,Water,Water treatment,"MilCon Status Report - May, 2014 .xlsx",2009-06-17,2010-12-09,2014-10-31,540 days,1962 days,2009.0,4795000.0,4566666.666666666,6424569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4068399270072995,3.6333333333333333,1.0
060859_water treatment plant,Water,Water treatment,"MilCon Status Report - January, 2014 .xlsx",2009-06-17,2010-12-09,2014-06-30,540 days,1839 days,2009.0,4795000.0,4566666.666666666,6424569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4068399270072995,3.4055555555555554,1.0
060859_water treatment plants with evaporation ponds,Water,Water treatment,"MilCon Status Report - March, 2014 .xlsx",2009-06-17,2010-12-09,2014-06-30,540 days,1839 days,2009.0,4795000.0,4566666.666666666,6424569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4068399270072995,3.4055555555555554,1.0
061235_chapel complex ,General buildings,Church,"MilCon Status Report - March, 2014 .xlsx",2012-09-06,2014-03-05,2014-05-28,545 days,629 days,2012.0,7601300.0,7239333.333333333,7795599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0768393498480524,1.1541284403669725,1.0
061235_large chapel complex ,General buildings,Church,"MilCon Status Report - April, 2014 .xlsx",2012-09-06,2014-03-05,2014-05-28,545 days,629 days,2012.0,7601300.0,7239333.333333333,7795599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0768393498480524,1.1541284403669725,1.0
061681_ftw370 modified record fire range,Training facility,Gun range,"MilCon Status Report - July, 2014 .xlsx",2013-05-24,2014-08-01,2014-08-01,434 days,434 days,2013.0,5094090.0,4851514.285714285,5216603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075252527929424,1.0,1.0
061731_modified record fire range,Training facility,Gun range,"MilCon Status Report - September, 2013.xlsx",2013-05-22,2014-06-28,2014-06-27,402 days,401 days,2013.0,4807087.0,4578178.095238095,4828839.0,1.05,1.0,0.9954953975479406,,,,,,,,,,1.0543858057904922,1.0,0.9996535399088684,,,,,,,,,,1.0547512349994914,0.9975124378109452,1.0,1.0547512349994914,0.9975124378109452,1.0
"062511_child development center, ansbach",General buildings,Child care building,"MilCon Status Report - May, 2014 .xlsx",2011-10-13,2013-06-10,2013-08-05,606 days,662 days,2009.0,11350716.0,10810205.71428572,11513552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065063173107317,1.0924092409240924,1.0
062622_military working dog facility,General buildings,Kennels,"MilCon Status Report - January, 2013.xlsx",2012-08-14,2013-08-09,2014-05-16,360 days,640 days,2012.0,2437000.0,2320952.380952381,2629498.0,1.0534929626590068,1.0,0.9298759687210258,,,,1.0534929626590068,1.1055555555555556,0.9298759687210258,1.05,,0.9267928707304588,1.1271123102174805,1.336111111111111,0.9948568129734269,,,,1.1297086581862945,1.6055555555555556,0.997148505151934,1.1271123102174805,1.4861111111111112,0.9948568129734269,,,,1.1329392285597044,1.7777777777777777,1.0
062728_dog kennel facility,General buildings,Kennels,"MilCon Status Report - March, 2014 .xlsx",2012-10-23,2013-10-23,2014-05-16,365 days,570 days,2012.0,2829662.0,2694916.19047619,2896219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0746972429922728,1.5616438356164384,1.0
"062779_belvoir, flight control tower",Aviation infrastructure,Flight control tower,"MilCon Status Report - May, 2014 .xlsx",2010-09-27,2012-05-24,2014-06-16,605 days,1358 days,2010.0,5169922.0,4923735.238095238,6551632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3306223188667063,1.6760330578512397,1.0
062788_ammunition demolition facility,Ammo disposal facility,,"MilCon Status Report - September, 2013.xlsx",2013-08-19,2014-02-15,2014-02-15,180 days,180 days,2013.0,3587910.0,3417057.142857143,3587910.0,1.0499999999999998,1.0,1.0,,,,1.0499999999999998,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0499999999999998,1.0,1.0
062953_rail loading facility,Rail,Loading facility,"MilCon Status Report - January, 2013.xlsx",2012-09-05,2014-02-27,2014-02-27,540 days,540 days,2012.0,7409000.0,7056190.476190476,7498437.0,,,,,,,,,,1.0500255095154543,1.0,0.988096585995188,,,,1.0500255095154543,,0.988096585995188,1.0500255095154543,1.0,0.988096585995188,,,,1.0626749696315292,1.0,1.0,1.0626749696315292,1.0,1.0
062955_322069 ait barracks (62955) ph 2 fy12,General buildings,Barracks,"MilCon Status Report - May, 2014 .xlsx",2012-07-23,2014-01-14,2014-11-05,540 days,835 days,2012.0,44267000.0,42159047.61904762,45583951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.081237683827682,1.5462962962962963,1.0
062955_ait barracks  ph 2 ,General buildings,Barracks,"MilCon Status Report - April, 2014 .xlsx",2012-07-23,2014-01-14,2014-07-11,540 days,718 days,2012.0,44267000.0,42159047.61904762,45140794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0707261323333408,1.3296296296296297,1.0
062955_ait barracks  ph 2 fy12,General buildings,Barracks,"MilCon Status Report - July, 2014 .xlsx",2012-07-23,2014-01-14,2014-11-05,540 days,835 days,2012.0,44267000.0,42159047.61904762,46007488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0912838547902501,1.5462962962962963,1.0
062955_ait barracks ph 2 ,General buildings,Barracks,"MilCon Status Report - August, 2014 .xlsx",2012-07-23,2014-01-14,2014-11-05,540 days,835 days,2012.0,44267000.0,42159047.61904762,47881668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1357388438340073,1.5462962962962963,1.0
063_marine corps reserve training center,General buildings,Reserve/readiness centre,"MilCon Status Report - January, 2013.xlsx",2010-10-14,2012-04-07,2013-04-20,541 days,919 days,2010.0,12044000.0,11470476.19047619,11446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977789770840253,1.698706099815157,0.9999126332343177
064014_23rd chemical battalion complex,General buildings,Chemical facility,"MilCon Status Report - August, 2014 .xlsx",2012-11-30,2014-05-24,2014-09-15,540 days,654 days,2012.0,19332000.0,18411428.57142857,19731034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0716731688392303,1.211111111111111,1.0
064014_cap 064014 23rd chemical battalion complex,General buildings,Chemical facility,"MilCon Status Report - May, 2014 .xlsx",2012-11-30,2014-05-24,2014-08-10,540 days,618 days,2012.0,19332000.0,18411428.57142857,19731034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0716731688392303,1.1444444444444444,1.0
064131_construct new roads,Road,Road,"MilCon Status Report - March, 2014 .xlsx",2009-10-27,2012-01-17,2014-06-30,812 days,1707 days,2008.0,17780368.0,16933683.80952381,18655691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1016912332748119,2.102216748768473,1.0
"064131_pm-m, tan, 064131, construct new roads, baf",Road,Road,"MilCon Status Report - May, 2014 .xlsx",2009-10-27,2012-01-17,2014-06-30,812 days,1707 days,2008.0,17780368.0,16933683.80952381,18655691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1016912332748119,2.102216748768473,1.0
"064209_access control point road improvements, fsh",General buildings,Barracks,"MilCon Status Report - March, 2014 .xlsx",2010-08-03,2012-01-25,2014-09-30,540 days,1519 days,2010.0,9839658.0,9371102.857142856,11751452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2540094991106399,2.812962962962963,1.0
064520_information systems facility,General buildings,Information systems facility,"MilCon Status Report - January, 2013.xlsx",2011-07-12,2012-12-03,2013-05-14,510 days,672 days,2011.0,12605318.0,12005064.76190476,13843009.0,,,,,,,,,,1.1123533495941953,,0.9646655579000202,,,,,,,,,,,,,,,,1.153097403016727,1.3176470588235294,1.0
064815_battle command training center,General buildings,Reserve/readiness centre,"MilCon Status Report - January, 2013.xlsx",2012-07-09,2014-03-19,2012-07-09,618 days,,2012.0,20720265.0,19733585.71428572,20727506.0,,,,,,,,,,1.0503669378745877,1.0,1.0,,,,,,,1.0503669378745877,1.0,1.0,,,,1.0503669378745877,1.0,1.0,1.0503669378745877,,1.0
064823_automated infantry platoon battle course,Training facility,Battle course,"MilCon Status Report - January, 2013.xlsx",2012-04-02,2013-05-27,2013-06-07,420 days,431 days,2012.0,4197370.0,3997495.238095238,4212149.0,1.0536970650669348,,1.0,,,,,,,,,,,,,,,,1.0536970650669348,1.0,1.0,,,,,,,1.0536970650669348,1.026190476190476,1.0
064967_child development center,General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2012-03-23,2013-12-13,2012-03-23,630 days,,2012.0,9573118.0,9117255.238095235,9911618.0,1.0502646629865007,1.0,0.9660916108752375,1.0817307119791069,1.2873015873015874,0.9950358256341195,1.0817307119791069,1.2873015873015874,0.9950358256341195,1.0819916457730911,1.3111111111111111,0.9952758469908748,1.0871274019603647,1.3111111111111111,1.0,,,,,,,,,,,,,1.0502646629865007,,0.9660916108752375
065009_general instruction building,General buildings,School/classrooms,"MilCon Status Report - January, 2013.xlsx",2011-06-20,2012-12-11,2013-06-03,540 days,714 days,2011.0,6615899.0,6300856.19047619,7274954.0,,,,1.152757463498158,,0.9984061754892196,,,,,,,,,,,,,,,,,,,,,,1.1545976895959265,1.3222222222222222,1.0
065147_physical fitness facility,General buildings,Fitness facility,"MilCon Status Report - January, 2013.xlsx",2012-03-28,2013-07-21,2012-03-28,480 days,,2012.0,16199300.0,15427904.76190476,16412977.0,,,,,,,,,,,,,,,,1.0550209669553625,1.0270833333333333,0.9917008352598069,,,,,,,1.0638500336434291,1.1104166666666666,1.0,1.0526962183551143,,0.9895156131639007
065171_known distance range,Training facility,Gun range,"MilCon Status Report - January, 2013.xlsx",2011-09-08,2012-11-21,2013-08-27,440 days,719 days,2011.0,4653926.0,4432310.476190476,5035974.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1361961277424697,1.6136363636363635,1.0,1.1351808559053154,1.634090909090909,0.9991064290641691
065293_battalion complex,General buildings,Battalion complex,"MilCon Status Report - January, 2013.xlsx",2012-07-18,2014-03-18,2014-04-13,608 days,634 days,2012.0,40887000.0,38940000.0,41054478.0,1.0506420133538779,,0.9965295381419781,,,,,,,1.0511433230611196,1.0296052631578947,0.9970050282943557,,,,1.0511433230611196,1.0296052631578947,0.9970050282943557,1.0508133281972265,1.0296052631578947,0.9966920295515632,1.0516623009758603,1.042763157894737,0.9974972766673589,1.0540337955829482,1.042763157894737,0.9997466293445504,1.0540337955829482,1.042763157894737,0.9997466293445504
065293_engineer battalion complex,General buildings,Battalion complex,"MilCon Status Report - March, 2014 .xlsx",2012-07-18,2014-03-18,2014-04-13,608 days,634 days,2012.0,40887000.0,38940000.0,41071662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.054742218798151,1.042763157894737,1.0
065299_general purpose storage building,General buildings,Warehouse/storage,"MilCon Status Report - January, 2013.xlsx",2011-11-17,2013-04-19,2014-01-10,519 days,785 days,2011.0,11951460.0,11382342.85714286,12033798.0,,,,,,,,,,,,,,,,1.057233835866078,1.1329479768786128,1.0,1.0499999999999998,,0.993157771137591,1.057233835866078,1.1329479768786128,1.0,1.057233835866078,1.3429672447013488,1.0,1.057233835866078,1.51252408477842,1.0
065386_sniper field fire range,Training facility,Gun range,"MilCon Status Report - January, 2013.xlsx",2012-04-25,2013-04-25,2013-04-25,365 days,365 days,2011.0,3610997.0,3439044.761904762,3618903.0,,,,,,,1.0522988941835176,,1.0,,,,,,,,,,,,,,,,,,,1.0522988941835176,1.0,1.0
065429_combat readiness center,General buildings,Reserve/readiness centre,"MilCon Status Report - January, 2013.xlsx",2012-03-21,2014-01-10,2014-03-28,660 days,737 days,2012.0,8698000.0,8283809.523809523,9470705.0,,,,,,,,,,,,,,,,,,,1.0717960105771442,1.0363636363636364,0.9374755100069108,1.1031122786847551,1.0363636363636364,0.9648671350232111,1.0709325189698782,,0.9367202336045732,1.116936715336859,1.1166666666666667,0.9769590542625919
065454_police/mp station,General buildings,Police station,"MilCon Status Report - January, 2013.xlsx",2012-01-04,2013-01-03,2014-02-20,365 days,778 days,2011.0,1404513.0,1337631.428571428,1634017.0,,,,1.0500000000000005,,0.8595461369128963,,,,,,,,,,,,,1.070837578577059,1.0054794520547945,0.8766040989781624,1.1963444980573343,1.7808219178082192,0.9793459921163611,1.2215749160029141,1.4,1.0,1.2215749160029141,2.1315068493150684,1.0
065460_automated qualification/training range,Training facility,Gun range,"MilCon Status Report - January, 2013.xlsx",2011-09-08,2012-11-21,2013-08-27,440 days,719 days,2011.0,4696958.0,4473293.333333333,5315110.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1881872267114162,1.6136363636363635,1.0,1.1881872267114162,1.634090909090909,1.0
"065714_battalion complex, ph 1",General buildings,Battalion complex,"MilCon Status Report - January, 2013.xlsx",2011-06-01,2012-08-24,2013-07-07,450 days,767 days,2011.0,7138550.0,6798619.047619048,23008959.0,,,,,,,,,,,,,,,,,,,,,,,,,3.375411953407905,1.6022222222222222,0.9973567252651456,3.3843577407176526,1.7044444444444444,1.0
065789_100 meter indoor rge,Training facility,Gun range,"MilCon Status Report - April, 2014 .xlsx",2012-01-20,2013-10-21,2013-10-24,640 days,643 days,2011.0,6520000.0,6209523.80952381,6720924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0823573926380368,1.0046875,1.0
065789_fy11 ap hill mca pn 65789 100 meter indoor rge,Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2012-01-20,2013-10-21,2013-10-24,640 days,643 days,2011.0,6520000.0,6209523.80952381,6749174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0869068558282209,1.0046875,1.0
065789_indoor firing range,Training facility,Gun range,"MilCon Status Report - September, 2013.xlsx",2012-01-20,2013-10-21,2013-10-24,640 days,643 days,2011.0,6520000.0,6209523.80952381,6660507.0,,,,,,,,,,,,,,,,1.0525923082822086,1.0046875,0.9813212417613254,,,,1.0619028450920245,1.0046875,0.9900013617581965,,,,1.0726276610429448,1.0046875,1.0
065792_800 meter range,Training facility,Gun range,"MilCon Status Report - April, 2014 .xlsx",2011-10-17,2013-07-18,2014-05-14,640 days,940 days,2011.0,2979244.0,2837375.238095238,3000611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0575305513747784,1.46875,1.0
065792_fy11 ap hill mca pn 65792 800 meter range,Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2011-10-17,2013-07-18,2014-05-14,640 days,940 days,2011.0,2979244.0,2837375.238095238,3000611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0575305513747784,1.46875,1.0
066532_convoy live fire,Training facility,Gun range,"MilCon Status Report - January, 2013.xlsx",2011-10-13,2012-09-06,2012-09-10,329 days,333 days,2011.0,3131700.0,2982571.428571429,3146854.0,,,,,,,1.0550808506561928,,1.0,,,,,,,,,,,,,,,,,,,1.0550808506561928,1.012158054711246,1.0
"066596_barracks complex, rhein",General buildings,Barracks,"MilCon Status Report - March, 2014 .xlsx",2012-09-05,2014-05-20,2014-07-14,622 days,677 days,2010.0,16925587.0,16119606.66666667,17646149.0,,,,,,,,,,,,,,,,,,,,,,1.0886514393858244,1.0884244372990353,0.9944738084213162,1.057807448568844,1.0160771704180065,0.9662980857749756,1.093944372505367,1.0884244372990353,0.9993088577003402
"066596_fy10 mca pn066596 barracks complex, rhein",General buildings,Barracks,"MilCon Status Report - May, 2014 .xlsx",2012-09-05,2014-05-20,2014-07-14,622 days,677 days,2010.0,16925587.0,16119606.66666667,17548633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0886514393858244,1.0884244372990353,1.0
066717_military working dog facility,General buildings,Kennels,"MilCon Status Report - March, 2014 .xlsx",2013-08-27,2014-07-22,2014-08-15,329 days,353 days,2011.0,1780487.0,1695701.904761905,1817940.0,,,,,,,,,,1.0499999999999998,1.0,0.9793981099486232,,,,,,,,,,,,,1.0720870188886522,1.115501519756839,1.0,1.0683511028162518,1.0729483282674772,0.996515286533109
066834_transform vehicle maintenance shop,Vehicle depot/maintenance,,"MilCon Status Report - May, 2014 .xlsx",2011-12-12,2013-12-18,2014-10-15,737 days,1038 days,2011.0,16289806.0,15514100.95238095,17528000.0,,,,,,,,,,,,,,,,,,,,,,1.1247700433019279,1.4084124830393487,0.995538338658147,1.1298108768146167,1.4084124830393487,1.0,1.1247700433019279,1.4084124830393487,0.995538338658147
066911_multi-purpose machine gun range (mpmg),Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2013-06-10,2014-07-05,2014-07-10,390 days,395 days,2013.0,6397000.0,6092380.952380952,6434605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0561724636548382,1.0128205128205128,1.0
067017_automated multi-purpose machine gun range,Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2013-07-11,2014-08-05,2014-08-13,390 days,398 days,2013.0,6483273.0,6174545.714285714,6528523.0,,,,,,,,,,,,,,,,1.05,1.0,0.9930688763752537,1.05,1.0,0.9930688763752537,1.05,1.0,0.9930688763752537,,,,1.05,1.0205128205128204,0.9930688763752537
067022_cap 067022 modified record fire rnge fy12,Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2012-09-06,2013-12-30,2014-03-28,480 days,568 days,2012.0,4375259.0,4166913.333333333,4580591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0992767628156415,1.1833333333333333,1.0
067022_modified record fire rnge fy12,Training facility,Gun range,"MilCon Status Report - April, 2014 .xlsx",2012-09-06,2013-12-30,2014-03-28,480 days,568 days,2012.0,4375259.0,4166913.333333333,4580591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0992767628156415,1.1833333333333333,1.0
067033_multipurpose machine gun range (mpmg),Training facility,Gun range,"MilCon Status Report - March, 2014 .xlsx",2012-10-25,2013-10-25,2014-08-08,365 days,652 days,2012.0,8493000.0,8088571.428571428,8536252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055347297774638,1.7863013698630137,1.0
"067112_aviation task force complex, ph 2a (hngar)",General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-05-17,2013-08-14,2013-09-19,820 days,856 days,2011.0,67814000.0,64584761.9047619,67908045.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0390875188014275,,0.988236666215321,1.0514561484354263,1.0439024390243903,1.0
"067113_aviation task force complex, ph 3",Flight facility,,"MilCon Status Report - March, 2014 .xlsx",2012-06-14,2014-08-03,2014-11-26,780 days,895 days,2012.0,70591000.0,67229523.8095238,71543622.0,,,,,,,,,,,,,,,,,,,1.0641533651598647,1.1,0.9999846527199867,1.0641696972701904,1.0782051282051281,1.0,1.063674691532915,1.132051282051282,0.9995348432317279,1.0638234357071015,1.1474358974358974,0.999674618095237
067194_simulations center,Training facility,Simulation centre,"MilCon Status Report - January, 2013.xlsx",2012-04-10,2013-08-09,2014-07-31,486 days,842 days,2011.0,14554100.0,13861047.61904762,15176583.0,1.0503915288475412,,0.9593415724738567,,,,,,,,,,,,,,,,1.0704105784624263,1.2325102880658436,0.9776253323953092,1.0704105784624263,1.2325102880658436,0.9776253323953092,1.0938073669962416,1.625514403292181,0.9989940423348259,1.0938073669962416,1.7325102880658436,0.9989940423348259
